title_orig,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,origin_country,merchant_title,merchant_rating_count,merchant_rating,merchant_has_profile_picture,num_listings,tag_list
7 Colors Couple Summer Indoor and Outdoor Leisure Walking Slippers Hollow Flat Sandals,7.0,6,100,0,4.09,57,27.0,17.0,17.0,3.0,3.0,0,0,0,0,"Sandals & Flip Flops,Outdoor,Summer,Couple,Indoor,Men's Sandals,Leisure,Slippers,balckandwhite,sandals for women,Sandals,Home & Garden,Summer Fashion",black,Women Size 37,50,2,0,139,50,1,CN,"SanShu.trade co., LTD",3038,4.3426596445029615,0,1,"['Sandals & Flip Flops', 'Outdoor', 'Summer', 'Couple', 'Indoor', ""Men's Sandals"", 'Leisure', 'Slippers', 'balckandwhite', 'sandals for women', 'Sandals', 'Home & Garden', 'Summer Fashion']"
Women Loose Casual Printed V-Neck Long Dress Plus Size Wave Point Dress Summer Dress,12.0,11,1000,1,3.64,50,19.0,9.0,9.0,3.0,6.0,0,0,0,0,"Summer,Plus Size,long dress,Tops,Loose,V-neck,Casual,Women's Fashion,printed,summer dress,Dress,Women Fashion,Women",red,L,23,3,0,31,50,1,CN,dududustore,3762,3.7974481658692185,0,5,"['Summer', 'Plus Size', 'long dress', 'Tops', 'Loose', 'V-neck', 'Casual', ""Women's Fashion"", 'printed', 'summer dress', 'Dress', 'Women Fashion', 'Women']"
Sexy Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,2.89,7,50,0,5.0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,"Mini,womens dresses,Summer,Patchwork,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,party,summer dresses,sleeveless,sexy,Casual",green,XXS,1,1,0,37,50,0,CN,Meifeng Bras,30,3.733333333333333,0,3,"['Mini', 'womens dresses', 'Summer', 'Patchwork', 'Dress', 'Mini dress', ""Women's Fashion"", 'Women S Clothing', 'backless', 'party', 'summer dresses', 'sleeveless', 'sexy', 'Casual']"
Spring and Summer New Tik Tok Ing Endless Loose Large Size Short Sleeve Crop Top and Shorts Set,8.0,56,50,1,4.67,6,4.0,2.0,2.0,0.0,0.0,0,0,0,0,"Summer,Two-Piece Suits,Sleeve,Shorts,Spring,Tops,short sleeves,sport suit women,Fashion,Sport Suits,suits for women,jogging suits for women,women sport suit,tiktoktshirt,womens shorts suit",white,XXS,3,2,0,19,50,1,US,Gina Williamson,47,3.872340425531915,0,1,"['Summer', 'Two-Piece Suits', 'Sleeve', 'Shorts', 'Spring', 'Tops', 'short sleeves', 'sport suit women', 'Fashion', 'Sport Suits', 'suits for women', 'jogging suits for women', 'women sport suit', 'tiktoktshirt', 'womens shorts suit']"
Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress Dresses Plus Size XS-8XL,9.0,8,100,0,3.71,51,27.0,5.0,5.0,1.0,11.0,0,0,0,0,"Mini,slim dress,Plus Size,Floral print,women dresses,Spaghetti,Dress,Print,Women's Fashion,Mini dress,women dress,beach dress,Sleeveless dress,Summer,summer dresses,Girls Dresses,Party Dresses,Fashion,Floral,casual dress",grey,SIZE XS,50,3,0,21,50,0,CN,Unforgettable fashion store(factory price),5939,4.070213840713925,1,1,"['Mini', 'slim dress', 'Plus Size', 'Floral print', 'women dresses', 'Spaghetti', 'Dress', 'Print', ""Women's Fashion"", 'Mini dress', 'women dress', 'beach dress', 'Sleeveless dress', 'Summer', 'summer dresses', 'Girls Dresses', 'Party Dresses', 'Fashion', 'Floral', 'casual dress']"
Women New Summer Fashion Solid Color Casual Tank Tops Plus Size Spaghetti Strap Women Crop Tops Sleeveless Women Casual Vest Tops Camisole S-3XL,5.67,6,1000,0,3.51,245,87.0,51.0,51.0,23.0,39.0,0,0,0,0,"vesttop,Summer,Vest,Plus Size,crop top,camisole,Tank,Tops,Spaghetti Strap,tank top,Women's Fashion,Fashion,solid color,sleeveless,Spaghetti,Casual,Women",white,S,50,2,0,43,50,0,CN,liushiqiangw222288888888,6246,4.0276977265449885,0,1,"['vesttop', 'Summer', 'Vest', 'Plus Size', 'crop top', 'camisole', 'Tank', 'Tops', 'Spaghetti Strap', 'tank top', ""Women's Fashion"", 'Fashion', 'solid color', 'sleeveless', 'Spaghetti', 'Casual', 'Women']"
Summer New Design Fashion Women Sleeveless T-shirt Solid Color Deep V-neck Button Vest Casual Loose Cotton Tops for Women Brief Basic Tee Shirt Tank Top Plus Size XS-5XL 5 Colors ,6.0,13,1000,0,3.26,255,87.0,36.0,36.0,32.0,56.0,0,0,0,0,"tank top women,Vest,Fashion,buttontop,Summer,Loose,V-neck,Tops,Women's Fashion,Plus Size,Design,tank top,Casual,T Shirts,Women,Deep V-Neck,fashion women,Tank,Shirt,summer shirt,deep-v,Cotton Vest,button,sleeveless,Cotton,Tee Shirt",wine,S,50,2,0,43,50,0,CN,zoushoujintmiao,3161,4.181588105030054,0,2,"['tank top women', 'Vest', 'Fashion', 'buttontop', 'Summer', 'Loose', 'V-neck', 'Tops', ""Women's Fashion"", 'Plus Size', 'Design', 'tank top', 'Casual', 'T Shirts', 'Women', 'Deep V-Neck', 'fashion women', 'Tank', 'Shirt', 'summer shirt', 'deep-v', 'Cotton Vest', 'button', 'sleeveless', 'Cotton', 'Tee Shirt']"
Summer Fashion Women Round Neck Dress With Pockets Polka Dot Dress Long Loose Dress,11.0,85,100,0,3.58,19,8.0,3.0,3.0,0.0,4.0,0,0,0,0,"Summer,Plus Size,neck dress,Necks,plus size dress,polka dot,longloosedres,kleid,Round neck,Women's Fashion,Fashion,abito,summer dress,Polkas,women dress,Robes,Women,Dress,casual dress",darkblue,S,50,2,0,40,50,0,CN,yourvogue,26833,4.235381805985168,0,3,"['Summer', 'Plus Size', 'neck dress', 'Necks', 'plus size dress', 'polka dot', 'longloosedres', 'kleid', 'Round neck', ""Women's Fashion"", 'Fashion', 'abito', 'summer dress', 'Polkas', 'women dress', 'Robes', 'Women', 'Dress', 'casual dress']"
Women Bikini Blockbuster Underwear Padded Swimwear Swimsuit Bathing Swimwear Suit Bikini Summer Plus Swimming Suit Patchwork Beachwear Plus Size XS-8XL,8.0,7,10000,0,4.14,2182,1209.0,449.0,449.0,115.0,132.0,0,0,0,0,"Summer,Underwear,two piece swimsuit,women beachwear,bikini set,padded,Swimwear,bikinis women,Bikini,Tankinis,women swimwear,Plus Size,Fashion,Suits,women bathing suit,Women,Swimsuit,Women's Fashion,Swimming",pink & grey,XS,50,2,0,31,50,0,CN,Honest Fashion shopping,10258,4.243712224605186,1,2,"['Summer', 'Underwear', 'two piece swimsuit', 'women beachwear', 'bikini set', 'padded', 'Swimwear', 'bikinis women', 'Bikini', 'Tankinis', 'women swimwear', 'Plus Size', 'Fashion', 'Suits', 'women bathing suit', 'Women', 'Swimsuit', ""Women's Fashion"", 'Swimming']"
Women Ladies Fashion Plus Size Daisy Sleeveless Casual Shirts & Tops,7.0,31,8,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,"Plus Size,Shirt,Tops,Women's Fashion,Fashion,sleeveless tops,daisy,Ladies,sleeveless,Ladies Fashion,Casual,Women Fashion,Women",blue,XS,10,2,0,43,50,0,CN,"Langwei Garments Trading CO.,LTD",53225,3.949159229685298,0,1,"['Plus Size', 'Shirt', 'Tops', ""Women's Fashion"", 'Fashion', 'sleeveless tops', 'daisy', 'Ladies', 'sleeveless', 'Ladies Fashion', 'Casual', 'Women Fashion', 'Women']"
Women's Fashion Sleeveless American National Independence Day Flag Print Spaghetti Strap Tank Top Irregular Hem Blouse T-shirts Plus Size S-5XL,14.0,85,100,0,4.23,61,36.0,11.0,11.0,4.0,2.0,1,0,1,0,"blouse,Spaghetti Strap,Tank,Fashion,Irregular,Spaghetti,national,topsamptshirt,USA flag,T Shirts,tank top,Print,American,Plus Size,blousesampshirt,sleeveless,Women's Fashion,Tops,Women Fashion",blue,S,50,4,0,41,50,0,CN,Oucho co. ltd.,12913,3.981336637497096,1,4,"['blouse', 'Spaghetti Strap', 'Tank', 'Fashion', 'Irregular', 'Spaghetti', 'national', 'topsamptshirt', 'USA flag', 'T Shirts', 'tank top', 'Print', 'American', 'Plus Size', 'blousesampshirt', 'sleeveless', ""Women's Fashion"", 'Tops', 'Women Fashion']"
2019 Women Ladies Fashion Plus Size Summer Tie Dye Print Short Sleeve One Shoulder Casual  Dress,14.0,12,1000,1,4.04,475,276.0,64.0,64.0,25.0,48.0,0,0,0,0,"Summer,Plus Size,tiedyeprint,one-shoulder,Dress,Loose,short sleeves,Mini dress,Ladies,Women's Fashion,Fashion,Tie Dye,Dyes,Casual,Women Fashion,casual dress,Shorts,Ladies Fashion,Sleeve,Print,women dress,Women",yellow,S,50,4,0,43,50,0,CN,Siebel Angel Baby Paradise,10264,4.007209664848013,1,1,"['Summer', 'Plus Size', 'tiedyeprint', 'one-shoulder', 'Dress', 'Loose', 'short sleeves', 'Mini dress', 'Ladies', ""Women's Fashion"", 'Fashion', 'Tie Dye', 'Dyes', 'Casual', 'Women Fashion', 'casual dress', 'Shorts', 'Ladies Fashion', 'Sleeve', 'Print', 'women dress', 'Women']"
Women's Ten Colors S-XXL Dress Short Sleeve Summer Dress Tunic Dresses Pure Colors Dersses,8.0,7,10000,0,4.13,2396,1260.0,582.0,582.0,116.0,140.0,0,0,0,0,"Summer,short sleeve dress,tunic,Sleeve,Pure Color,tunicsforwomen,short sleeves,Cotton Dress,Women's Fashion,Shorts,summer dress,fashion dresses,Dress,summer dresses,short skirt,casual dress",black,S,50,2,0,36,50,0,CN,tingtingwang,6329,4.16290093221678,0,2,"['Summer', 'short sleeve dress', 'tunic', 'Sleeve', 'Pure Color', 'tunicsforwomen', 'short sleeves', 'Cotton Dress', ""Women's Fashion"", 'Shorts', 'summer dress', 'fashion dresses', 'Dress', 'summer dresses', 'short skirt', 'casual dress']"
Men's Low Cut Socks Shallow Invisible Socks Spring and Summer Short Socks Pure Cotton Breathable Socks Medias Femininas Socks for Men,2.0,2,100,1,4.15,34,17.0,8.0,8.0,1.0,1.0,0,0,0,0,"Summer,Shorts,Breathable,Spring,Men,Socks,Men's Fashion,low,pure,Invisible,Cotton",white,2pcs,50,1,0,48,50,0,CN,Wedding jewelry store,620,4.220967741935484,0,2,"['Summer', 'Shorts', 'Breathable', 'Spring', 'Men', 'Socks', ""Men's Fashion"", 'low', 'pure', 'Invisible', 'Cotton']"
Sexy Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress,8.0,30,1000,1,3.09,65,21.0,6.0,6.0,10.0,16.0,0,0,0,0,"Mini,womens dresses,Summer,sleevele,Dress,Mini dress,Women's Fashion,Fashion,backless,party,sexy,summer dresses,Women S Clothing,Casual,sleeveless",armygreen,XXS,1,3,0,40,50,1,CN,shishangfang,2867,4.0798744332054415,0,1,"['Mini', 'womens dresses', 'Summer', 'sleevele', 'Dress', 'Mini dress', ""Women's Fashion"", 'Fashion', 'backless', 'party', 'sexy', 'summer dresses', 'Women S Clothing', 'Casual', 'sleeveless']"
Cotton Shirt Tops Women's Summer Casual Loose Short-sleeved Printed Ladies Shirt,2.0,25,100,1,3.9,58,31.0,11.0,11.0,5.0,8.0,0,0,0,0,"blouse,Summer,Plus Size,Shirt,Tops,Loose,short sleeves,Fashion,printed,Tops & T-Shirts,Ladies,women top,Casual,Cotton",green,XS,4,1,0,37,50,0,CN,nidekeaiduo,167,3.6107784431137726,0,1,"['blouse', 'Summer', 'Plus Size', 'Shirt', 'Tops', 'Loose', 'short sleeves', 'Fashion', 'printed', 'Tops & T-Shirts', 'Ladies', 'women top', 'Casual', 'Cotton']"
Women Summer Shorts Lace Up Elastic Waistband Loose Panties Plus Size,2.0,2,100,1,2.92,12,2.0,2.0,2.0,1.0,3.0,0,0,0,0,"summerwear,Summer,elastic waist,drawstringshort,Casual pants,Panties,Womens shorts,Shorts,largecottonandlinenwomenstrouser,Women's Fashion,Plus Size,Lace Up,midriff,Elastic,slimpant,Women,croppedtrouser,Lace",lightblue,XL,1,1,0,25,50,0,CN,linpingstore,366,3.9754098360655736,0,4,"['summerwear', 'Summer', 'elastic waist', 'drawstringshort', 'Casual pants', 'Panties', 'Womens shorts', 'Shorts', 'largecottonandlinenwomenstrouser', ""Women's Fashion"", 'Plus Size', 'Lace Up', 'midriff', 'Elastic', 'slimpant', 'Women', 'croppedtrouser', 'Lace']"
Women Fashion Summer Dress Butterfly Print Sleeveless Short O-neck Mini Dress Above Knee Casual Loose Plus Size Button Pockets Dress Size S-5XL,9.0,8,1000,1,3.03,124,32.0,20.0,20.0,12.0,34.0,0,0,0,0,"butterfly,Summer,Plus Size,butterflydre,Mini,fashion dress,Dress,Mini dress,beach dress,Fashion,knee,Casual,casual dress,Shorts,button,summer dress,Women's Fashion,Sleeveless dress,Print,sleeveless,Women,loose dress",yellow,S,50,3,0,41,50,1,CN,BigHero,6715,4.0571854058078936,1,2,"['butterfly', 'Summer', 'Plus Size', 'butterflydre', 'Mini', 'fashion dress', 'Dress', 'Mini dress', 'beach dress', 'Fashion', 'knee', 'Casual', 'casual dress', 'Shorts', 'button', 'summer dress', ""Women's Fashion"", 'Sleeveless dress', 'Print', 'sleeveless', 'Women', 'loose dress']"
Women Tops Tank Bandage Feather Print Sleeveless O-Neck Vest Summer Sport Tank Tops Casual Ladies Blouse T Shirt Tops Plus Size,3.0,3,100,1,4.29,58,36.0,13.0,13.0,2.0,4.0,1,0,1,0,"blouse,Summer,Vest,Plus Size,Tank,Shirt,Women Blouse,Short Sleeve Blouses,Tops,Ladies,Women's Fashion,Fashion,chiffon blouse,Print,sleeveless,feather,Sport,Casual,Women",black,S,5,1,0,34,50,0,CN,Oklfao,1050,3.883809523809524,0,3,"['blouse', 'Summer', 'Vest', 'Plus Size', 'Tank', 'Shirt', 'Women Blouse', 'Short Sleeve Blouses', 'Tops', 'Ladies', ""Women's Fashion"", 'Fashion', 'chiffon blouse', 'Print', 'sleeveless', 'feather', 'Sport', 'Casual', 'Women']"
Fashion Women Tassel Patchwork Loose Casual Dress Sexy Short Sleeve Off Shoulder Halter Dress,9.0,8,20000,1,4.14,5232,2943.0,1022.0,1022.0,258.0,347.0,0,0,0,0,"Women's Fashion,Tassels,Plus Size,halter dress,Sleeve,Halter,Dress,Loose,short sleeves,Shorts,tasseldre,Party Dress,off shoulder,summer dress,women dress,Women,Fashion,Casual,casual dress",purple,XXS,10,3,0,38,50,1,CN,ZhtdxyscdymdgcStore,8776,4.1530309936189616,0,2,"[""Women's Fashion"", 'Tassels', 'Plus Size', 'halter dress', 'Sleeve', 'Halter', 'Dress', 'Loose', 'short sleeves', 'Shorts', 'tasseldre', 'Party Dress', 'off shoulder', 'summer dress', 'women dress', 'Women', 'Fashion', 'Casual', 'casual dress']"
NEW Womens Short Sleeve Baggy Summer Beach Midi Dress Ladies Shift Kaftan Dresses,11.0,84,100,1,3.61,18,6.0,5.0,5.0,0.0,3.0,0,0,0,0,"Summer,Shift Dress,Sleeve,shirt dress,long dress,Beach,Dress,short sleeves,cottonlinendre,beach dress,Shorts,Midi Dress,Ladies,Women's Fashion,loose dress",gray,XS,5,2,0,27,50,0,CN,qiaoqiao1053,435,3.855172413793104,0,2,"['Summer', 'Shift Dress', 'Sleeve', 'shirt dress', 'long dress', 'Beach', 'Dress', 'short sleeves', 'cottonlinendre', 'beach dress', 'Shorts', 'Midi Dress', 'Ladies', ""Women's Fashion"", 'loose dress']"
Summer Casual T-shirts Single Shoulder Tube Crop Top Women Single Strap Bra Yoga Vest AOM,4.0,4,1000,0,3.51,550,215.0,99.0,99.0,53.0,97.0,0,0,0,0,"Summer,Vest,Fashion,Yoga,woman vest,girl bra,Tops,summer t-shirts,T Shirts,Casual,brayogavest,Women's Fashion,singleshoulder,Bras,Women",green,XS,50,1,0,32,50,0,CN,allofme,13884,4.222846441947565,0,2,"['Summer', 'Vest', 'Fashion', 'Yoga', 'woman vest', 'girl bra', 'Tops', 'summer t-shirts', 'T Shirts', 'Casual', 'brayogavest', ""Women's Fashion"", 'singleshoulder', 'Bras', 'Women']"
Hot Sale Women's Sexy Summer Fashion Sleeveless Camisole Tank Zipper Top T-shirt I-shaped Strap Bow Vest,11.0,22,1000,1,3.66,129,59.0,20.0,20.0,11.0,21.0,0,0,0,0,"plussizevest,Vest,zippersleevelessvest,Tank,bowknottanktop,Summer,camisoletanktop,Tops,plussizetanktop,zippers,Bow,T Shirts,Fashion,backbowknotvest,fashionvesttop,camisolevest,sexy,womensexytanktop,sleeveless,sleeveless tops",white,S,50,2,0,35,50,0,US,SpeedClothes,2078,3.7680461982675646,0,1,"['plussizevest', 'Vest', 'zippersleevelessvest', 'Tank', 'bowknottanktop', 'Summer', 'camisoletanktop', 'Tops', 'plussizetanktop', 'zippers', 'Bow', 'T Shirts', 'Fashion', 'backbowknotvest', 'fashionvesttop', 'camisolevest', 'sexy', 'womensexytanktop', 'sleeveless', 'sleeveless tops']"
New Fashion Summer Sexy Women Halter Tops Beach Swimming Letter Print Swimwear Lady's Push Up Vest Bra S-5XL,4.0,4,100,0,4.13,24,13.0,6.0,6.0,1.0,2.0,0,0,0,0,"Summer,Vest,Fashion,Swimming,Halter,wrappedchest,letter print,bras for women,Tops,slingvest,Swimwear,Push up bikini,Print,Women's Fashion,Halter Bikini,sexy,Women,Beach,summer tops,Bras,Bottoming shirt",black,S,50,1,0,127,50,1,CN,huyanggood,4572,3.937226596675416,0,1,"['Summer', 'Vest', 'Fashion', 'Swimming', 'Halter', 'wrappedchest', 'letter print', 'bras for women', 'Tops', 'slingvest', 'Swimwear', 'Push up bikini', 'Print', ""Women's Fashion"", 'Halter Bikini', 'sexy', 'Women', 'Beach', 'summer tops', 'Bras', 'Bottoming shirt']"
Women's Fashion Summer Dresses V Neck Backless Lace Dress Beach Dresses White Dress Plus Size S-5XL,4.9,5,100,0,3.96,25,13.0,5.0,5.0,1.0,3.0,0,0,0,0,"Summer,summer dress,pleated dress,Lace,Beach,Plus Size,Lace Dress,backless dress,Women's Fashion,Mini dress,beach dress,Sleeveless dress,backless,wedding dress,white,Party Dresses,V-neck Dresses,Fashion,Dress,Necks",pink,XS,1,1,0,26,50,0,CN,xiejiatang,32858,3.88553776857995,0,5,"['Summer', 'summer dress', 'pleated dress', 'Lace', 'Beach', 'Plus Size', 'Lace Dress', 'backless dress', ""Women's Fashion"", 'Mini dress', 'beach dress', 'Sleeveless dress', 'backless', 'wedding dress', 'white', 'Party Dresses', 'V-neck Dresses', 'Fashion', 'Dress', 'Necks']"
2019 Women's Fashion New Flare Sleeve Boat Neck Off The Shoulder Blouse Summer Women Long Sleeve Elastic Cuffs Waist Top Casual  Slim Fit Lady Plus Size Tops,9.0,8,1000,0,3.85,183,88.0,34.0,34.0,11.0,22.0,0,0,0,0,"Summer,flaresleeveblouse,Long Sleeve,Plus size top,Women's Fashion,Plus Size,offtheshoulder,slim,Casual,Women Fashion,Slim Fit,blouse,long sleeve blouse,Waist,Sleeve,loose top,Tops,boatneckblouse,Necks,Women,Elastic,Boat,elasticblouse,Casual Tops,women top,Fashion",white,M,50,3,0,55,50,1,CN,wangjiangxu,7076,3.968061051441493,0,4,"['Summer', 'flaresleeveblouse', 'Long Sleeve', 'Plus size top', ""Women's Fashion"", 'Plus Size', 'offtheshoulder', 'slim', 'Casual', 'Women Fashion', 'Slim Fit', 'blouse', 'long sleeve blouse', 'Waist', 'Sleeve', 'loose top', 'Tops', 'boatneckblouse', 'Necks', 'Women', 'Elastic', 'Boat', 'elasticblouse', 'Casual Tops', 'women top', 'Fashion']"
Summer Women Straps Printed Loose Jumpsuit Romper Dress Shorts Off Shoulder V Neck Slim Beach Dress,12.0,43,100,1,3.65,26,12.0,5.0,5.0,4.0,4.0,0,0,0,0,"Summer,Dress,slim,Floral dress,strap,loosejumpsuit,beach dress,striped dress,printed,Women's Jumpsuits,rompersforwomen,jumpsuit,Shorts,Necks,Beach,Slim Fit,Women's Fashion,Jumpsuits & Rompers,sleevelessjumpsuit,Women,women Jumpsuit,Rompers",darkblue,L,50,3,0,52,50,0,CN,19 Miles,425,4.1105882352941165,0,1,"['Summer', 'Dress', 'slim', 'Floral dress', 'strap', 'loosejumpsuit', 'beach dress', 'striped dress', 'printed', ""Women's Jumpsuits"", 'rompersforwomen', 'jumpsuit', 'Shorts', 'Necks', 'Beach', 'Slim Fit', ""Women's Fashion"", 'Jumpsuits & Rompers', 'sleevelessjumpsuit', 'Women', 'women Jumpsuit', 'Rompers']"
Summer Beach Fashion Plus Size Women's Loose Short Sleeve Long Blouses Plus Size Deep V-neck Party Dress Ladies Casual Solid Color Beach Wear Swimsuit Cover-up Short Linen Dress,7.0,30,1000,1,3.28,179,64.0,25.0,25.0,18.0,42.0,0,0,0,0,"blouse,Plus Size,Summer,Dress,short sleeves,V-neck,beach dress,Fashion,Casual,Deep V-Neck,Shorts,Tops & Blouses,Sleeve,summer dress,Women's Fashion,Swimsuit,Party Dress,Ladies,party,linen dress,Beach,loose dress,Swimming",white,XS,50,2,0,109,50,1,CN,naturalcolor,13625,4.382091743119266,1,2,"['blouse', 'Plus Size', 'Summer', 'Dress', 'short sleeves', 'V-neck', 'beach dress', 'Fashion', 'Casual', 'Deep V-Neck', 'Shorts', 'Tops & Blouses', 'Sleeve', 'summer dress', ""Women's Fashion"", 'Swimsuit', 'Party Dress', 'Ladies', 'party', 'linen dress', 'Beach', 'loose dress', 'Swimming']"
Women Fashion Ruffles Slash Neck Crop Top and Skinny Pants Two Piece Outfit,7.0,8,1000,1,3.73,237,111.0,38.0,38.0,17.0,35.0,0,0,0,0,"Summer,Fashion,crop top,skinny pants,Casual pants,pants,Tops,Outfits,Long pants,Women's Fashion,Two Pieces,Women,ruffle,offtheshoulder,Two piece set,Necks",pink,XXS,6,2,0,38,50,1,CN,SZLTHT999,67171,4.1023209420732165,0,3,"['Summer', 'Fashion', 'crop top', 'skinny pants', 'Casual pants', 'pants', 'Tops', 'Outfits', 'Long pants', ""Women's Fashion"", 'Two Pieces', 'Women', 'ruffle', 'offtheshoulder', 'Two piece set', 'Necks']"
2019 New Fashion Women Loose Round Neck Dress Short Sleeve Solid Color Casual Dress,1.85,11,100,0,3.9,97,49.0,16.0,16.0,9.0,9.0,0,0,0,0,"Summer,Fashion,Necks,Sleeve,Dress,neck dress,short sleeves,Round neck,Women's Fashion,Shorts,Loose,Casual,Women",black,XXS,2,1,0,40,50,1,no_origin_country,Maryswill,91631,3.83793694273772,1,5,"['Summer', 'Fashion', 'Necks', 'Sleeve', 'Dress', 'neck dress', 'short sleeves', 'Round neck', ""Women's Fashion"", 'Shorts', 'Loose', 'Casual', 'Women']"
Women's Fashion Summer Dresses V Neck Backless Lace Dress Beach Dresses White Dress Plus Size XS-5XL Robe Femme,12.0,11,100,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,"Summer,Plus Size,partydressesforwomen,Lace,robefemme,Dress,Lace Dress,casualdressesforwomen,Women's Fashion,white dress,sexydressesforwoman,beach dress,Fashion,backless,plus size dress,summerdressesforwomen,sundressesforwomen,Robes,Beach,white,Necks",yellow,XS,5,3,0,25,50,1,CN,ASKY1,6,4.5,0,2,"['Summer', 'Plus Size', 'partydressesforwomen', 'Lace', 'robefemme', 'Dress', 'Lace Dress', 'casualdressesforwomen', ""Women's Fashion"", 'white dress', 'sexydressesforwoman', 'beach dress', 'Fashion', 'backless', 'plus size dress', 'summerdressesforwomen', 'sundressesforwomen', 'Robes', 'Beach', 'white', 'Necks']"
Plus Size Women Fashion Polka Shirt Casual Dot Loose Autumn S-5XL,12.0,110,20000,1,4.04,2748,1530.0,500.0,500.0,145.0,278.0,0,0,0,0,"Plus Size,Shirt,tunic top,Long Sleeve,Tops,Loose,Women's Fashion,V-neck,Casual,ruffle top,Fashion,polka dot,Women",khaki,M,50,3,0,41,50,1,CN,YYW COM,8191,4.190208765718471,0,2,"['Plus Size', 'Shirt', 'tunic top', 'Long Sleeve', 'Tops', 'Loose', ""Women's Fashion"", 'V-neck', 'Casual', 'ruffle top', 'Fashion', 'polka dot', 'Women']"
Spring and summer in the New South burgundy Korean dark navy skirt anti sun dress with a lining fluffy skirt female skirt pleated skirt sexy,5.88,9,20000,0,4.07,6450,3383.0,1430.0,1430.0,335.0,466.0,0,0,0,0,"Summer,sundress,Spring,fluffy,Dark,Women's Fashion,newskirt,burgundy,Navy,sexy,Pleated Skirt,fluffyshortskirt,Skirts,womanskirt,fluffydres,plussizeskirt,springskirt,fluffyskirt,Korean,darknavyskirt,burgundyskirt,Dress,Pleated",ivory,XXS,50,2,0,55,50,0,CN,Shanghai Chaochao Store,12304,4.319001950585174,0,1,"['Summer', 'sundress', 'Spring', 'fluffy', 'Dark', ""Women's Fashion"", 'newskirt', 'burgundy', 'Navy', 'sexy', 'Pleated Skirt', 'fluffyshortskirt', 'Skirts', 'womanskirt', 'fluffydres', 'plussizeskirt', 'springskirt', 'fluffyskirt', 'Korean', 'darknavyskirt', 'burgundyskirt', 'Dress', 'Pleated']"
Womens Summer Bohemia Floral Beach Dress Ladies Loose Kaftan Sundress Plus Size,15.0,102,1000,0,4.23,483,279.0,105.0,105.0,27.0,21.0,0,0,0,0,"bohemia,Summer,Plus Size,Beach,Dress,longloosedres,kleid,beach dress,Floral dress,Ladies,boho,faketwopiecesdres,summer dress,vestido,Floral,women dress,Robes,Women's Fashion,Vintage dress",green,S,2,4,0,40,50,0,CN,yourvogue,26833,4.235381805985168,0,3,"['bohemia', 'Summer', 'Plus Size', 'Beach', 'Dress', 'longloosedres', 'kleid', 'beach dress', 'Floral dress', 'Ladies', 'boho', 'faketwopiecesdres', 'summer dress', 'vestido', 'Floral', 'women dress', 'Robes', ""Women's Fashion"", 'Vintage dress']"
FUERFITS Women's Casual Beach Summer Sleeveless Adjustable Strappy Floral Dress,8.0,75,20000,0,4.39,5254,3360.0,1065.0,1065.0,159.0,170.0,0,0,0,0,"Swing dress,strapless,Summer,Dresses,Dress,Women's Fashion,strappy,knee length,Floral,party,Beach,Casual,sleeveless,Women",black & yellow,S,50,2,0,36,50,1,CN,xidan1949,6719,4.447536835838666,0,1,"['Swing dress', 'strapless', 'Summer', 'Dresses', 'Dress', ""Women's Fashion"", 'strappy', 'knee length', 'Floral', 'party', 'Beach', 'Casual', 'sleeveless', 'Women']"
Women's Sleeveless Spaghetti Strap Camouflage Print Package Hip Mini Dress Casual Slim Fit Cotton Party Evening Dresses ,9.0,8,10000,0,4.2,2749,1578.0,562.0,562.0,112.0,158.0,1,0,1,0,"Mini,dressesforwomen,sexy dresses,Dresses,Spaghetti,Dress,Spaghetti Strap,camouflage,Mini dress,Women's Fashion,package hip dress,t,party,sleeveless,Print,Party Dresses,Cotton,slim,Casual,Slim Fit",purple,M,50,3,0,43,50,0,CN,snowgirl,36361,3.9675201452105284,0,6,"['Mini', 'dressesforwomen', 'sexy dresses', 'Dresses', 'Spaghetti', 'Dress', 'Spaghetti Strap', 'camouflage', 'Mini dress', ""Women's Fashion"", 'package hip dress', 't', 'party', 'sleeveless', 'Print', 'Party Dresses', 'Cotton', 'slim', 'Casual', 'Slim Fit']"
